# cam_id width height fx fy cx cy k1 k2 p1 p2 cam_name qvecw qvecx qvecy qvecz tvecx tvecy tvecz
23 1280 720 1050.2034715539437 1051.9743899069176 650.1603398418176 359.654662906196 -0.3945353175268292 0.1544973071815479 -0.0010740794153423104 0.0015946672169070135 brics-sbc-014_cam0 0.46821678848518666 -0.35402191456659576 0.8058160727602446 0.07811517053989075 -0.23493639184690934 -0.7427745922883354 3.613753609699892
24 1280 720 1065.7333262380391 1061.6983406042893 646.1079559401265 317.6467641026971 -0.406854006059296 0.17690451218724784 0.004925398374154366 -8.670650782194588e-05 brics-sbc-014_cam1 0.5402233603056747 -0.15999359537919855 0.8005073318334612 0.20432518713696396 -0.5351681944757785 -0.2795409670056858 3.080522783751073
25 1280 720 1113.1989867251543 1108.7413168407036 686.1383609538076 309.7347904693656 -0.391286770678771 0.13090344435099058 -0.0006860301399205735 0.0005117603594084016 brics-sbc-015_cam0 0.8757442254902831 -0.24379082553514175 0.4049560795316154 0.09822758551294157 -0.010193336251537486 -0.22441072739730597 3.2826335635872343
26 1280 720 995.9858319719041 991.2107617293343 580.7496729745075 346.6945892767787 -0.397974595556896 0.152353624232396 0.0038109251585428834 0.004939099987636195 brics-sbc-015_cam1 0.679106614654804 -0.14321896786247643 0.6949134487045328 0.18814311570204031 0.3300516334705836 -0.47623896197896703 2.05420184365766
27 1280 720 1062.3899470610986 1069.157564470749 702.877994086953 267.6027775119948 -0.4062380453688125 0.20323672775807128 0.0033632158231159406 -0.002630270910065999 brics-sbc-016_cam0 0.33304598073709657 -0.10444671611094433 0.8568685247955515 0.3794042559371212 -0.4011712704490741 0.6995753207028288 3.755844050973647
28 1280 720 1037.509636696406 1036.5244189448072 671.0367806648007 340.02823028626295 -0.40476380108700016 0.1494965397224395 -0.0005785973162205557 -0.00042722531330974614 brics-sbc-017_cam0 0.0607979845119041 -0.04553618808076736 0.8326487749036457 0.5485672960593085 -0.19869805724812684 -0.4608238958606144 3.3030834228535313
29 1280 720 1060.0252137575433 1058.6260494523178 636.4078672331485 387.1264796919984 -0.4034668145966152 0.16670453004516544 -0.004241791947077135 0.00403854601837521 brics-sbc-017_cam1 -0.1089705660252882 0.02157978350805102 0.8588200112959846 0.5000879091534196 -0.7058250776854782 -0.10831351763611145 3.991259065127779
30 1280 720 1094.0979525113596 1094.2736515271954 734.565570675599 303.6408095190948 -0.4604578185473472 0.3378072181045627 -0.0002796994980624479 -0.009190147507163758 brics-sbc-018_cam0 0.07811054407080835 -0.08817228752231836 0.9923420695473717 -0.03716998284211715 -0.6637025189805881 -0.0025098205840563014 3.606181139893006
31 1280 720 1077.3516187220453 1079.963832966392 728.737872756587 341.04725735234877 -0.4097437677358864 0.2348893535490496 -0.005259160467961864 -0.005214966996425253 brics-sbc-018_cam1 0.2985561841814793 -0.1746532618976039 0.9381385428125845 0.0160161632422427 -0.46687440359573834 -0.4028643530204094 3.940472229601237
32 1280 720 1111.6683504041303 1109.182618474629 667.4178849578385 391.03605693735074 -0.45001205508699627 0.26705982563019953 -0.0009946001617586581 -0.0007192536737506284 brics-sbc-019_cam0 -0.15335029887342666 0.01130998471663795 0.9880386452693416 0.011636388420144647 -0.8021465979401072 -0.027479025076902235 4.202387544024786
33 1280 720 1070.9699886181463 1064.8144209139543 660.9637798660362 346.9146022689535 -0.40843938559201376 0.15986182992491577 0.00023248097057990445 -0.0004954311747148374 brics-sbc-019_cam1 -0.23459545964339362 -0.036939889114067516 0.9147228914269441 0.3269288099976452 -0.08070341285213281 -0.7190348394052986 3.5011305720606836
34 1280 720 1154.5602681134578 778.7048553797749 626.5902649272967 1053.5856947644133 -0.5394133857833529 0.0035815042950096444 -0.2863973657600076 0.00746253155000407 brics-sbc-020_cam0 0.0879812741670032 -0.058422525694406945 0.9095483830892982 0.40195502572685954 -0.2088666054463607 -4.546246149084676 4.066312750062008
35 1280 720 1030.5174239192118 1026.3882658681055 651.4001583933468 372.37423071263004 -0.43652707146769865 0.20185649761369923 0.000971711089022175 -0.0030626450686824396 brics-sbc-020_cam1 0.34955207783271625 0.012771044017570272 0.8516601783650811 0.39028859310091335 -0.3580451505777646 -1.4891374006006393 2.732361292890262
36 1280 720 1055.1507850510618 1050.8502729096074 696.9604793384495 336.11504964178147 -0.3907284222570376 0.12854383478627165 1.5968406201767938e-05 -0.0013015913922060681 brics-sbc-021_cam0 0.06868608027137442 -0.07074822390752598 0.7032550095165085 0.7040662630610989 -0.378010055754682 -0.4658262351161768 3.2262343936488076
37 1280 720 1061.2345855713347 1059.7062814373717 663.6248111212491 307.9552119115595 -0.38699251828096837 0.1398843680118206 0.0034691220095994964 -0.0010084640675947385 brics-sbc-021_cam1 0.44454811967215424 0.04090856703587141 0.70455805002458 0.551635216954633 -0.31691296941933167 -0.21249696305240984 3.6660040916822747
38 1280 720 1066.2159682491015 1065.48580941968 612.1898448659808 369.32267213452843 -0.4179522282776478 0.17581088947787815 2.4890726596756914e-05 0.0013970236777996838 brics-sbc-022_cam0 0.9310879146204376 0.18041245510322465 0.2770441281857248 0.15418557756548865 0.11054233095985926 -0.20092126661532264 3.4892685494563
39 1280 720 1074.6119899851888 1073.9087444335134 637.510342433546 313.8815254682452 -0.40359919242585 0.12439059981962465 0.005347613690919953 0.004371487835338743 brics-sbc-022_cam1 0.7376545227599127 0.1695223951004483 0.5174004117991512 0.3992803231832514 -0.009231893604215021 0.23117466211444695 3.169509538127503
40 1280 720 1053.0599491818834 1051.9160891406973 669.4541592918953 391.8124294665829 -0.4035541375561499 0.1586969925711238 0.0013964798628576431 0.00017678285736059206 brics-sbc-023_cam0 -0.30438632326583853 -0.08462662756443658 0.7014672008567596 0.638851364746102 0.08399592270080666 -0.6926815621004392 3.8267279233151372
41 1280 720 1089.979709913211 1087.3211396969623 677.0143711909494 332.22284207868904 -0.39414631518643495 0.11038126331119184 0.0019927742148890333 -0.0009765039172602185 brics-sbc-024_cam0 0.9128317473520047 0.20857936550983364 -0.26536569293360723 -0.2298127462167136 0.6050184708225647 -0.23175460877065637 3.871309658388509
42 1280 720 1067.9372455753917 1066.321182334521 677.6034663078607 340.75197373115094 -0.4191248569393405 0.17327289534814053 -0.0007691909537166731 0.0024955860753841552 brics-sbc-024_cam1 0.9497408238762711 0.2781192301664768 -0.07831767389430878 -0.12045083324831253 -0.11967141025318104 -0.172666090615045 3.176843797422209
43 1280 720 1095.8280732650235 1098.621158770043 687.9481090547007 377.8088284189767 -0.4321775571042222 0.17071060179739675 -0.003583460620268322 -0.005737319745094083 brics-sbc-025_cam0 0.5238092985434265 0.3676164839043956 -0.3449009548013564 -0.6866769771139307 0.1330393622126026 -0.4145452552937983 2.7945548888348517
44 1280 720 1101.2054687688233 1100.6247426411128 637.1753702038411 373.9094987613945 -0.4444859269164541 0.2569557396454787 0.006781381627564802 -0.0013477664082329152 brics-sbc-025_cam1 0.6153063499900021 0.2102275907045926 -0.5178426116238859 -0.5559149983181573 0.1411613921410342 -0.4504246609508933 3.558029800018309
45 1280 720 1064.0345072873763 1065.8487896149186 663.670875287618 311.5169686764755 -0.4083821821849547 0.14459807469695002 0.0021777762531121903 -8.919601993422259e-05 brics-sbc-026_cam0 0.7522472274696317 -0.6533246379104247 -0.07026558794553915 -0.04851570275830696 0.23160788169630037 -0.24237163270092532 3.0632220547013294
46 1280 720 1045.0516937772252 1047.3715109166587 652.7589837498233 334.021506833141 -0.40327066197783984 0.15010729715469168 -0.001819205726495121 0.0015065724792020661 brics-sbc-026_cam1 0.6995506490268334 -0.6237952213026844 0.3284389842098077 -0.11677433355537041 0.18636874191593658 0.26387219559079145 3.3805435956056202
47 1280 720 1079.5653808802415 1078.3506439817158 645.2359441376645 326.1085140953191 -0.4124132761144147 0.17461591747144556 -0.0029614027212398874 0.0027483821171391293 brics-sbc-027_cam0 0.5526223672595681 -0.5306948824149049 0.6217967714281811 -0.16229675296983467 -0.1786410648217367 -0.3627951047682263 2.921472252041272
48 1280 720 1053.4902877806944 1056.6584042583343 644.1514774846199 354.80062513322565 -0.3936050597024102 0.14495527374595807 -0.004708159575982191 0.0007717753811987735 brics-sbc-027_cam1 0.3184187172842361 -0.33431215846974777 0.8677705255963969 -0.18390001655386828 -0.3413450434874829 0.2860825034588644 3.548499554129804
49 1280 720 1073.2141466945052 1074.3969242089925 619.3984447265572 348.94362375476624 -0.40188247449888 0.15172518135490493 0.0003527917007805927 0.001449733090334063 brics-sbc-028_cam0 0.680500707620968 -0.5691810266578753 -0.45858844115660313 0.05146248592524294 0.20462244620950157 0.7004165596933652 3.6495973854143298
50 1280 720 1063.8369432990532 1065.2820596530494 673.9081524579709 296.37324547092896 -0.4057877736576659 0.15224436784048706 0.0014010042481905813 -0.0004438939505969006 brics-sbc-029_cam0 -0.27457918283675875 0.20492251096994266 0.9244095655886528 -0.1675708563523792 -0.099960506858954 0.8392810677009139 3.8176976362669497
51 1280 720 1084.5447062504277 1079.1099532495025 702.8615430901121 307.7652115182142 -0.44144692837702504 0.2627169168815654 0.0017449135038287242 0.0004233137869810526 brics-sbc-029_cam1 0.04549674272875909 -0.07963157340553345 0.9697848698954645 -0.22606672696323393 -0.5393890896764497 0.09081322426638481 3.25424267803031
52 1280 720 1055.7951254924014 1055.4097343911453 669.518641474497 333.7219046137953 -0.41993642059911074 0.17352728623272973 -0.00024050305866888186 -0.0008476569242629726 brics-sbc-030_cam0 -0.37105850492245923 0.6551690400181491 -0.5326303314819422 0.3864893852511899 -0.35115789469888137 -0.28548083928448187 2.478878393591414
53 1280 720 1092.8113176888132 1093.1562525483125 666.5477071851135 338.4485127458986 -0.43315663484910377 0.20529834879276218 0.0004948226842579851 0.0024860970542993853 brics-sbc-030_cam1 0.5111525117697207 -0.4008672872043985 -0.7479554631694514 0.13634937798121205 0.12469127649914909 0.2143084918175249 3.3762962938554595
